"","pathway_name","ID","family","mapp_type","category","mapped_ID","mapped_family"
"714","mRNA Splicing - Major Pathway","R-HSA-72163","reactome","isPartOf","mRNA Processing","WP411","wikipathways"
"715","mRNA Splicing - Minor Pathway","R-HSA-72165","reactome","isPartOf","mRNA Processing","WP411","wikipathways"
"716","Processing of Capped Intron-Containing Pre-mRNA","R-HSA-72203","reactome","isPartOf","mRNA Processing","WP411","wikipathways"
"717","Processing of Intronless Pre-mRNAs","R-HSA-77595","reactome","isPartOf","mRNA Processing","WP411","wikipathways"
"718","MicroRNA (miRNA) biogenesis","R-HSA-203927","reactome","equivalentTo","miRNA Biogenesis","WP2338","wikipathways"
"719","p38MAPK events","R-HSA-171007","reactome","equivalentTo","p38 MAPK Signaling Pathway","WP400","wikipathways"
"720","Wnt Signaling Pathway","WP428","wikipathways","equivalentTo","Wnt Signaling Pathway","WP363","wikipathways"
"721","Canonical  and Non-canonical Notch signaling","WP3845","wikipathways","equivalentTo","Notch Signaling Pathway","WP61","wikipathways"
"722","Alanine and aspartate metabolism","WP106","wikipathways","isPartOf","Amino Acid metabolism","WP3925","wikipathways"
"723","Apoptosis Modulation by HSP70","WP384","wikipathways","isPartOf","Apoptosis","WP254","wikipathways"
"724","Apoptosis Modulation and Signaling","WP1772","wikipathways","isPartOf","Apoptosis","WP254","wikipathways"
"725","Nanomaterial induced apoptosis","WP2507","wikipathways","isPartOf","Apoptosis","WP254","wikipathways"
"726","G1 to S cell cycle control","WP45","wikipathways","isPartOf","Cell Cycle","WP179","wikipathways"
"727","TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc)","WP2453","wikipathways","isPartOf","TCA Cycle","WP78","wikipathways"
"728","Complement Activation","WP545","wikipathways","isPartOf","Complement and Coagulation Cascades","WP558","wikipathways"
"729","Toll-like Receptor Signaling","WP3858","wikipathways","equivalentTo","Toll-like Receptor Signaling Pathway","WP75","wikipathways"
"730","GPCRs, Class C Metabotropic glutamate, pheromone","WP501","wikipathways","isPartOf","GPCRs, Other","WP117","wikipathways"
"731","GPCRs, Class A Rhodopsin-like","WP455","wikipathways","isPartOf","GPCRs, Other","WP117","wikipathways"
"732","GPCRs, Class B Secretin-like","WP334","wikipathways","isPartOf","GPCRs, Other","WP117","wikipathways"
"733","Monoamine GPCRs","WP58","wikipathways","isPartOf","GPCRs, Class A Rhodopsin-like","WP455","wikipathways"
"734","MAPK Cascade","WP422","wikipathways","isPartOf","MAPK Signaling Pathway","WP382","wikipathways"
"735","Aryl Hydrocarbon Receptor","WP2586","wikipathways","equivalentTo","Aryl Hydrocarbon Receptor Pathway","WP2873","wikipathways"
"736","Apoptosis - Homo sapiens (human)","path:hsa04210","kegg","equivalentTo","Apoptosis - multiple species - Homo sapiens (human)","path:hsa04215","kegg"
"737","Apoptosis","R-HSA-109581","reactome","equivalentTo","Regulation of Complement cascade","R-HSA-977606","reactome"
"738","Fatty acid metabolism - Homo sapiens (human)","path:hsa01212","kegg","isPartOf","Mitochondrial Fatty Acid Beta-Oxidation","R-HSA-77289","reactome"
